Shape,R101,R101N,R102,R102N,R103,R103N,R104,R104N,R301,R302A,R302B,R302C,R303,R304A,R304B,R304C,R305A1,R305B,R305C,R306A,R306B,R306C,R306D,R307A,R308A,R308B1A,R308B1B,R308B1C,R308B1D,R308B1E,R308B2,R308B3,R309A,R309B,R309C,R402A,R402B1,R402B2,R402C,R403A,R403B,R403C1,R403C2,R404A,R404B1,R404B2,R404C,R501A1,R501A2,R501B,R502A,R502B,R503A1,R503A2,R503A3,R503A4,R503A5,R503A6,R503B,R503C,R504A1,R504A2,R504A3,R504A4,R504A5,R504B,R504C,R505A,R505B,R506,R507A,R507B,R508A,R508B,R508C1,R508C2,R508C3,R509AK2,R509AK3,R509AK4,R509AK5,R509B1K2,R509B1K3,R509B1K4,R509B1K5,R509B2K2,R509B2K3,R509B2K4,R509B2K5,R509B3K2,R509B3K3,R509B3K4,R509B3K5,R509B4K2,R509B4K3,R509B4K4,R509B4K5,R509B5K2,R509B5K3,R509B5K4,R509B5K5,R509B6K2,R509B6K3,R509B6K4,R509B6K5,R509B7K2,R509B7K3,R509B7K4,R509B8K2,R509B8K3,R509B8K4,R509B8K5,R509B9K2,R509B9K4,R509B9K5,R509B10K2,R509B10K4,R509B10K5,R510B,R510C1,R510C2,R510C3,R510D1,R510D2A,R510D2B,R510D2C,R510D3,R511A,R511B,R512A,R512B1,R512B2,R512B3,R513AK2,R513AK3,R513ALK3,R513AK4,R513BK2,R513BK3,R513BLK3,R513BK4,R513CK2,R513CK3,R513CLK3,R513CK4,R514A,R514B,R515,R516
62196,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,008,MUARA MUNTAI ILIR,1,1,7,3,2,1,1,4,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,3,4,,1,KERUPUK IKAN BELIDA,0,3,393,10,0,1,1,2,3,5,8,2,4,2,,1,3,5,8,2,1,3,2,2,3,3,1,2,,,,,1,2,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,1,2,135,128,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,1,2
62197,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,009,KAYU BATU,1,1,5,4,2,1,1,7,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,14,4,,1,IKAN ASIN,0,3,450,9,0,1,1,2,3,5,8,1,4,3,3,2,3,6,8,2,2,3,1,3,4,2,1,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,2,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,2,,,,2,,,,,2,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62198,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,010,JANTUR SELATAN,1,1,7,3,1,1,1,12,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,14,4,,1,IKAN ASIN,0,3,672,0,0,2,1,2,3,5,8,2,4,2,,1,4,5,8,2,3,3,2,2,3,3,1,2,,,,,1,2,1,2,1,,1,,1,,1,,1,,1,,2,,2,,2,,2,,1,,1,,1,,1,2,,2,,2,2,,2,2,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62199,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,011,TANJUNG BATUQ HARAPAN,1,1,5,3,1,1,1,4,1,3,2,1,1,1,1,1,2,,,,,,,,2,1,3,2,,,2,1,14,4,,1,IKAN,0,3,0,112,0,3,,2,3,6,8,2,4,2,,1,4,6,8,2,1,3,2,2,3,8,6,2,,,,,1,2,1,2,1,,1,,2,,1,,2,,2,,2,,2,,2,,2,,1,,1,,1,,1,2,,2,,2,2,,2,2,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62200,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,012,PULAU HARAPAN,1,1,7,5,1,1,1,7,1,3,2,1,1,1,1,1,2,,,,,,,,2,2,3,2,,,2,1,14,5,4,1,IKAN,0,3,328,0,1,1,1,2,3,5,8,1,4,2,2,2,4,5,8,2,3,3,2,2,3,2,6,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,2,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,1,1,60,147,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62201,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,013,JANTUR BARU,1,1,7,4,1,1,1,9,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,14,4,,1,IKAN,0,3,359,0,0,2,1,2,3,5,8,2,4,2,,1,4,6,8,2,1,1,1,2,3,2,1,2,,,,,1,2,1,2,1,,1,,2,,2,,2,,2,,2,,2,,2,,2,,1,,1,,1,,1,2,,2,,2,2,,2,2,,1,1,280,359,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62202,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,070,MUARA WIS,001,LEBAK CILONG,1,1,7,21,1,1,1,10,1,3,2,1,1,1,1,1,2,,,,,,,,2,2,1,2,,,2,1,17,3,1,2,,,,513,0,0,1,1,2,3,5,8,1,4,2,3,2,3,5,8,2,3,3,1,1,4,2,3,2,,,,,1,1,2,2,1,2,,,1,2,,,1,2,,,2,1,,,2,2,,,1,2,,,1,2,,2,2,,,2,,,2,,,1,1,100,104,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,1,1
62203,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,070,MUARA WIS,002,LEBAK MANTAN,1,1,5,24,1,1,2,9,1,3,2,1,1,1,1,1,2,,,,,,,,2,2,3,2,,,2,1,5,2,2,2,,,,436,0,0,1,1,2,3,5,8,1,4,2,3,1,4,6,8,2,1,1,1,1,4,2,3,2,,,,,1,1,2,2,1,2,,,1,2,,,1,2,,,2,1,,,2,2,,,1,2,,,1,2,,2,2,,,1,,,2,,,1,1,60,60,2,,,,,1,0,2,,,,2,,,,2,,,,2,,,,3,3,1,2
62204,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,070,MUARA WIS,003,MUARA WIS,1,1,7,11,1,1,1,12,1,3,2,1,1,1,1,1,2,,,,,,,,2,2,3,2,,,2,1,14,4,,2,,,,536,44,0,1,1,2,3,5,8,1,4,2,1,1,4,6,8,2,1,1,1,1,4,2,1,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,2,,,,2,,,,1,,,,1,,,2,,,,1,,,2,,,1,1,102,106,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,1,2
62205,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,070,MUARA WIS,004,SEBEMBAN,1,1,5,4,1,1,2,8,1,3,2,1,1,1,1,1,2,,,,,,,,2,2,3,2,,,2,1,1,3,2,2,,,,138,121,0,1,1,2,3,5,8,1,4,2,3,1,4,5,8,2,1,1,1,1,4,2,6,2,,,,,1,1,1,2,1,2,2,,1,2,2,,1,2,2,,2,1,2,,2,2,2,,1,2,1,,1,2,2,2,2,2,,2,2,,2,2,,1,2,26,26,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,1,2
62206,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,070,MUARA WIS,005,MELINTANG,1,1,7,20,1,1,1,17,1,3,2,1,1,1,1,1,2,,,,,,,,2,2,3,2,,,2,1,14,4,,2,,,,0,495,0,1,2,2,3,5,8,1,4,2,3,2,4,5,8,2,3,3,1,2,3,2,6,2,,,,,2,2,1,2,,,1,,,,1,,,,1,,,,2,,,,2,,,,1,,,,1,,,2,,,1,,,2,,,,,,,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62207,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,070,MUARA WIS,006,ENGGELAM,1,1,5,5,1,1,2,6,1,3,2,1,1,2,1,1,2,,,,,,,,1,2,1,2,,,2,1,1,3,2,2,,,,0,259,7,2,2,2,3,6,8,1,4,5,2,1,3,5,8,2,1,1,3,2,4,7,6,2,,,,,1,2,2,2,1,,,,1,,,,2,,,,2,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,1,2,30,30,2,,,,,1,0,2,,,,2,,,,2,,,,2,,,,3,3,1,2
62208,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,070,MUARA WIS,007,MUARA ENGGELAM,1,1,5,16,1,1,1,4,1,3,2,1,1,1,1,1,2,,,,,,,,2,2,2,2,,,2,1,14,4,,2,,,,0,178,0,1,2,2,3,5,8,1,4,2,2,2,4,5,8,2,3,3,1,2,3,2,6,2,,,,,2,2,1,2,,,1,,,,1,,,,1,,,,2,,,,2,,,,1,,,,1,,,2,,,1,,,2,,,,,,,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62161,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,030,SANGA-SANGA,001,JAWA,2,1,6,15,1,1,1,9,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,2,,,,2,,,,1070,0,0,1,2,2,3,5,8,1,4,3,3,1,3,6,8,2,1,3,1,1,1,2,1,1,1,2,4,4,1,2,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,,,,2,,,2,,,,2,,,2,,,2,,,,1,1,4,6,3,2,0,2,,,,1,2,,2,2,,,,1,2,,2,1,1,2,1
62162,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,030,SANGA-SANGA,002,SANGA SANGA DALAM,2,1,6,15,1,1,1,24,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,2,,,,1,AMPLANG,TIDAK ADA,2,2300,0,33,1,2,2,3,5,7,1,4,2,3,1,3,5,8,2,1,3,1,1,1,2,1,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,2,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,1,1,50,50,1,1,3,6,3,1,0,2,,,,1,2,,1,2,,,,1,2,,2,1,2,2,2
62163,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,030,SANGA-SANGA,003,PENDINGIN,2,1,7,18,1,1,1,12,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,1,5,2,1,1,KRIPIK PISANG,TIDAK ADA,3,881,20,0,1,1,2,3,5,8,1,4,2,3,2,3,5,7,2,3,3,1,1,1,2,3,2,,,,,1,2,2,2,1,,,,1,,,,2,,,,2,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,1,1,60,100,1,1,3,6,3,2,0,2,,,,1,2,,1,2,,,,1,2,,1,2,3,1,2
62164,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,030,SANGA-SANGA,004,SARIJAYA,2,1,7,6,1,1,1,10,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,2,,,,1,AMPLANG,TIDAK ADA,3,513,0,0,2,2,2,3,5,8,1,4,2,3,2,3,5,7,2,2,3,1,1,1,2,1,1,2,,,,1,2,2,2,1,,,,2,,,,2,,,,2,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,1,1,50,50,1,1,3,6,3,2,0,2,,,,1,2,,1,1,2,,1,1,2,,1,1,2,2,2
62165,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,030,SANGA-SANGA,005,SANGA SANGA MUARA,2,1,5,6,1,1,1,11,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,1,14,1,1,1,AMPLANG KERUPUK,TIDAK ADA,3,965,2,0,2,2,2,3,5,8,2,4,2,,1,3,5,8,2,1,1,1,1,1,2,1,2,,,,,1,2,2,1,1,,,2,2,,,2,2,,,2,2,,,1,2,,,2,1,,,2,1,,,2,,,2,2,,2,2,,2,1,1,200,300,1,1,3,6,3,3,1,1,1,50,70,1,2,,2,2,,,,1,2,,2,2,3,2,2
62244,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,001,SELERONG,1,1,7,5,1,1,1,11,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,1,3,3,2,,,,470,0,0,3,,2,3,6,8,1,4,2,2,2,3,5,8,2,3,3,1,2,4,8,6,2,,,,,1,2,2,1,1,,,2,1,,,2,2,,,2,2,,,2,2,,,1,1,,,2,1,,,2,,,2,2,,2,2,,2,1,1,20,10,1,1,3,5,3,1,1,2,,,,1,2,,1,2,,,,2,,,,3,3,1,2
62245,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,002,TANJUNG HARAPAN,1,1,5,12,1,1,1,9,1,3,2,1,1,2,1,1,2,,,,,,,,2,3,2,3,,,2,1,1,5,1,1,PADI,TIDAK ADA,3,400,0,15,2,1,2,3,5,8,1,4,3,2,2,3,5,8,2,3,3,1,3,3,8,6,2,,,,,1,1,2,2,1,1,,,1,2,,,2,2,,,1,1,,,2,2,,,1,1,,,1,2,,2,2,,,2,,,2,,,1,7,281,281,1,2,3,6,1,3,0,2,,,,1,1,,1,2,,,,2,,,,3,3,1,2
62246,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,003,BELORO,1,1,9,12,1,1,1,12,1,3,2,1,1,2,1,1,2,,,,,,,,3,,,2,,,2,1,1,3,2,2,,,,725,0,0,2,2,2,3,6,8,1,4,2,3,2,4,5,8,2,3,3,1,3,2,2,1,2,,,,,1,1,2,2,1,2,,,2,2,,,1,2,,,1,1,,,2,2,,,1,1,,,1,2,,2,2,,,2,,,2,,,1,1,10,10,1,2,3,6,1,2,0,2,,,,1,1,,2,2,,,,2,,,,3,3,2,2
62247,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,004,SEBULU ULU,1,1,11,2,1,1,1,15,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,1,1,1,2,,,,1318,0,0,1,2,2,3,5,7,1,4,2,3,1,3,5,8,2,1,1,1,3,3,3,1,2,,,,,1,1,2,2,1,1,,,1,2,,,2,2,,,2,2,,,2,2,,,2,2,,,1,2,,2,2,,,2,,,2,,,1,1,260,260,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,1,1,1,1
62248,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,005,MANUNGGAL DAYA,1,1,9,5,1,1,2,26,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,2,2,2,1,PALAWIJA,-,3,1507,0,0,2,2,2,3,5,8,2,4,2,,1,3,6,7,2,1,1,1,3,4,2,4,2,,,,,1,1,2,1,2,2,,2,2,2,,2,2,2,,2,1,1,,1,2,2,,2,2,2,,2,2,2,,2,2,,2,2,,2,2,,2,2,,,,2,,,,,3,1,2,,,,2,,,,2,,,,2,,,,3,3,1,1
62249,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,006,SUMBER SARI,1,1,5,10,1,1,2,24,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,1,2,1,2,,,,1482,30,10,1,2,2,3,5,8,2,4,2,,2,3,6,7,2,2,3,1,3,2,2,2,2,,,,,1,2,2,2,2,,,,2,,,,2,,,,1,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,1,2
62250,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,007,SEBULU ILIR,1,1,9,2,1,1,1,16,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,1,1,1,2,,,,855,0,1,3,,2,3,5,7,1,4,3,3,2,4,5,8,2,3,3,1,3,3,3,1,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,1,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,1,1,300,300,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,1,2
62251,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,008,SEGIHAN,1,1,9,4,1,1,2,11,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,2,,,,2,,,,936,0,0,2,2,2,3,5,8,1,4,2,3,2,3,6,8,2,2,3,1,2,3,3,6,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,2,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,1,2,100,100,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,1,2
62252,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,009,GIRI AGUNG,1,1,9,12,1,1,1,16,1,1,1,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,1,1,1,1,KERUPUK TAMBAK,-,3,714,20,0,1,2,2,3,5,8,1,4,2,3,2,3,6,7,2,2,3,1,3,4,2,4,2,,,,,1,2,2,2,1,,,,1,,,,2,,,,1,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,1,1,7,7,1,2,3,6,1,3,0,2,,,,1,1,,1,2,,,,2,,,,1,3,1,1
62253,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,010,SENONI,1,1,9,7,1,1,2,17,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,1,3,2,2,,,,699,150,0,2,1,2,3,5,7,1,4,2,3,2,3,5,7,2,3,3,1,2,3,3,1,2,,,,,1,2,2,1,1,,,2,1,,,2,1,,,2,2,,,2,2,,,1,1,,,2,1,,,2,,,2,2,,2,2,,2,1,2,6,6,1,2,3,6,1,1,3,2,,,,1,1,,2,2,,,,2,,,,3,3,1,1
62254,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,011,SEBULU MODERN,1,1,11,12,1,1,1,15,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,1,1,1,1,-,DAPUR TANAH,3,978,193,0,1,2,2,3,5,8,2,4,2,,1,3,5,8,2,1,1,1,1,3,8,1,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,1,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,1,2,300,700,1,2,3,5,1,3,0,2,,,,1,1,,1,2,,,,2,,,,1,3,1,2
62255,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,012,LEKAQ KIDAU,1,1,5,2,1,1,1,5,1,3,2,1,1,1,1,1,2,,,,,,,,2,3,2,2,,,2,1,1,1,1,1,-,MANIK MANIK,3,158,1,0,2,2,2,3,6,8,1,4,2,2,2,3,5,8,2,3,3,1,1,2,2,6,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,1,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,2,,,,1,2,3,5,1,2,0,2,,,,1,1,,2,2,,,,2,,,,3,3,1,2
62256,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,013,SANGGULAN,1,1,5,10,1,1,1,10,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,1,1,0,2,1,1,2,2,2,,,,734,6,0,2,1,2,3,5,7,1,4,2,3,2,3,5,7,2,2,3,1,4,4,2,1,1,2,,,,1,2,2,2,1,,,,1,,,,2,,,,2,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,1,1,100,100,1,1,3,6,1,2,0,2,,,,1,1,,1,2,,,,2,,,,3,3,1,2
62257,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,014,MEKAR JAYA,1,1,7,10,1,1,2,12,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,1,2,2,2,,,,801,0,0,1,2,2,3,5,8,1,4,2,3,2,3,6,7,2,2,2,2,3,2,2,2,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,1,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,1,2
62130,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,010,SEMBOJA,001,SEI MERDEKA,2,2,,,1,1,1,28,1,3,2,1,2,1,1,1,2,,,,,,,,2,2,2,2,,,2,1,3,3,2,2,,,,1378,0,0,3,,2,3,5,8,1,4,2,2,1,3,5,7,2,2,1,1,3,2,2,4,1,2,,,,1,2,2,2,1,,,,2,,,,2,,,,2,,,,2,,,,1,,,,2,,,2,,,,2,,,2,,,2,,,,1,1,3,6,1,1,0,2,,,,1,2,,2,2,,,,2,,,,2,3,1,2
62131,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,010,SEMBOJA,002,SALOK API DARAT,2,2,,,1,1,1,10,1,1,1,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,1,3,3,1,1,SAYUR SAYURAN,TIDAK ADA,3,505,0,0,1,2,2,3,5,8,2,4,2,,1,3,6,8,2,2,1,1,3,2,2,4,1,2,,,,1,1,2,1,1,2,,2,2,2,,2,2,2,,2,1,1,,1,2,2,,2,2,2,,2,2,2,,2,2,,2,2,,2,2,,2,2,,,,2,,,,,3,1,2,,,,2,,,,2,,,,2,,,,3,1,2,2
62132,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,010,SEMBOJA,003,TANI BAKTI,1,1,5,12,1,1,1,11,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,9,3,1,2,,,,505,0,0,3,,2,3,5,8,1,4,2,3,2,3,6,8,2,2,3,1,1,1,2,3,2,,,,,2,2,1,1,,,2,2,,,2,2,,,2,2,,,2,1,,,2,2,,,2,2,,,2,,,2,2,,2,2,,2,2,,,,,,,,,,1,2,2,,,,2,,,,2,,,,2,,,,1,1,2,2
62133,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,010,SEMBOJA,004,SALOK API LAUT,2,2,,,2,1,1,7,1,3,2,1,2,1,1,1,1,1,3,6,8,2,1,1,3,,,3,,,2,1,3,3,1,2,,,,441,0,0,2,2,2,3,5,8,2,4,2,,2,3,6,8,2,2,3,1,1,2,2,4,2,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,,,,2,,,,2,,,,2,,,,1,1,1,2
62134,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,010,SEMBOJA,005,AMBARAWANG DARAT,2,1,5,5,1,1,1,12,1,3,2,1,2,1,1,1,2,,,,,,,,2,1,2,2,,,2,1,3,3,1,2,,,,672,0,0,3,,2,3,5,8,1,4,2,3,2,3,6,8,2,2,3,1,3,2,2,4,2,,,,,1,2,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,2,,,,,2,0,2,,,,2,,,,2,,,,2,,,,3,1,2,2
62135,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,010,SEMBOJA,006,ARGOSARI,2,1,5,10,1,1,1,5,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,1,3,3,1,2,,,,221,0,0,2,2,2,3,6,8,1,4,2,2,2,3,6,8,2,2,3,1,3,2,6,4,2,,,,,2,1,2,2,,2,,,,2,,,,2,,,,1,,,,2,,,,2,,,,2,,,2,,,,,,,,,,,,,,,,,,1,0,2,,,,1,2,,1,2,,,,2,,,,3,3,2,1
62136,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,010,SEMBOJA,007,AMBARAWANG LAUT,2,2,,,1,1,1,7,1,3,2,1,2,1,1,1,1,1,4,6,7,2,1,1,3,,,2,,,2,1,8,1,1,2,,,,536,0,0,2,1,2,3,5,7,1,4,2,3,2,3,5,8,2,2,3,1,1,4,2,4,2,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,1
62137,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,010,SEMBOJA,008,MARGOMULYO,2,1,7,9,1,1,1,6,1,3,2,1,2,2,1,1,2,,,,,,,,2,2,2,2,,,2,1,2,3,2,2,,,,439,0,0,3,,2,3,5,8,1,4,2,4,1,3,6,8,2,1,1,1,3,4,2,4,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,2,,,,2,,,,1,,,,2,,,2,,,,2,,,2,,,2,,,,1,1,4,6,1,2,0,1,2,15,32,1,2,,1,2,,,,2,,,,1,3,2,2
62138,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,010,SEMBOJA,009,KARYA JAYA,1,1,5,1,1,1,1,10,1,3,2,1,1,1,1,1,2,,,,,,,,2,2,3,2,,,2,1,1,5,2,1,PADI,-,3,444,0,0,1,2,2,3,5,8,1,4,3,3,2,3,6,8,2,2,3,1,3,2,5,3,2,,,,,1,1,1,2,2,1,1,,2,1,1,,2,1,1,,1,1,1,,2,2,1,,2,2,1,,2,2,2,2,2,2,,2,2,,2,2,,2,,,,2,,,,,1,0,2,,,,2,,,,2,,,,2,,,,3,3,1,2
62139,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,010,SEMBOJA,010,TANJUNG HARAPAN,2,1,5,5,1,1,1,11,1,3,2,1,2,1,1,1,1,1,4,6,8,2,2,,3,,,2,,,2,1,8,1,1,2,,,,526,0,0,3,,2,3,6,8,1,4,2,3,2,3,6,8,2,2,3,1,1,1,2,1,2,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62140,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,010,SEMBOJA,011,WONOTIRTO,2,2,,,1,1,1,7,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,1,1,1,1,2,,,,516,0,0,1,1,2,3,5,8,1,4,2,3,1,3,6,8,2,1,1,1,2,2,2,1,2,,,,,2,1,2,2,,2,,,,2,,,,2,,,,1,,,,2,,,,2,,,,2,,,2,,,,,,,,,,,,,,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,1,1,2
62141,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,010,SEMBOJA,012,SUNGAI SELUANG,2,1,5,10,1,1,1,17,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,3,,,2,1,1,1,1,1,-,BANK SAMPAH,3,1604,0,0,2,1,2,3,6,8,2,4,2,,2,3,6,8,2,2,3,1,1,2,3,1,1,1,3,20,20,1,2,2,2,2,,,,2,,,,2,,,,1,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,1,2,5,5,1,1,4,6,1,3,0,2,,,,1,2,,2,1,2,,1,2,,,,1,1,2,2
62142,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,010,SEMBOJA,013,BUKIT RAYA,1,1,7,2,1,1,1,12,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,1,1,1,1,BERAS,-,3,349,31,3,2,2,2,3,5,8,1,4,3,3,2,3,6,8,2,2,3,1,3,4,2,4,2,,,,,1,1,2,2,1,2,,,2,2,,,2,2,,,1,1,,,2,2,,,2,2,,,2,2,,2,2,,,2,,,1,,,1,1,7,38,2,,,,,1,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62143,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,010,SEMBOJA,014,BERINGIN AGUNG,1,1,5,23,1,1,1,11,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,3,,,2,1,1,1,1,1,PADI,-,3,642,0,0,2,1,2,3,6,8,1,4,2,2,2,3,6,8,2,2,3,1,1,1,2,4,2,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,,,,2,,,,2,,,,2,,,,3,3,2,1
